"Drug1","Drug2","n.syn","Drug1.target","Drug2.target","syn.mean1","syn.sd1","syn.mean2","syn.sd2","n.syn.score"
"Enzastaurin","fingolimod",10,"PKCbeta","Sphingosine-1-phosphate receptor agonist",1.74766355140187,2.56277215009091,10.3457943925234,6.46485827558226,-0.0534883175752558
"FK866","RKI983",10,"NAMPRT","ROCK",2.82242990654206,3.24128172910024,2.18691588785047,2.94967488173743,2.21442339584915
"OSI906","Wnti",10,"IGF1R","bCatenin",1.26168224299065,2.22055767514469,6.04672897196262,5.71060446453605,0.692268402160919
"Perifosine","Bortezomib",10,"Akt/PI3K","proteasome",1.89719626168224,3.36444948940809,7.71028037383178,4.96973737166165,0.460732520640754
"Tamatinib/R406","bivanib/BI2536",10,"Syk","Plk1",2.18691588785047,3.02234084313859,3.48598130841122,3.5855172148186,1.81675844831172
"Veliparib/ABT888","Wnti",10,"PARP","bCatenin",1.02803738317757,2.10326764607887,6.04672897196262,5.71060446453605,0.692268402160919
"Vismodegib/GDC0449","Bortezomib",10,"Hh","proteasome",0.803738317757009,2.14757103836838,7.71028037383178,4.96973737166165,0.460732520640754
"YM155","Midostaurin/PKC412",10,"survivin/BIRC5","Multi (FLT3, KIT, etc., broad spectrum)",3.57009345794393,3.67580603285636,2.19626168224299,2.77264008896789,1.74925077236994
"YM155","QS11",10,"survivin/BIRC5","ARFGAP",3.57009345794393,3.67580603285636,1.81308411214953,2.30721117745791,1.74925077236994
"YM155","Tie2i",10,"survivin/BIRC5","TIE_2",3.57009345794393,3.67580603285636,1.42990654205607,2.50701713134226,1.74925077236994
"etoposide","fingolimod",10,"topoisomerase inhibitors (Type II, podophyllotoxin)","Sphingosine-1-phosphate receptor agonist",0.794392523364486,1.41246684888137,10.3457943925234,6.46485827558226,-0.0534883175752558
"fingolimod","GSK0660",10,"Sphingosine-1-phosphate receptor agonist","PPARd, ant",10.3457943925234,6.46485827558226,1.11214953271028,2.43142594548393,-0.0534883175752558
"fingolimod","GW441756",10,"Sphingosine-1-phosphate receptor agonist","TrkA",10.3457943925234,6.46485827558226,1.00934579439252,2.34518908238299,-0.0534883175752558
"fingolimod","SNS314",10,"Sphingosine-1-phosphate receptor agonist","Aurora (pan)",10.3457943925234,6.46485827558226,1.29906542056075,1.80259222814335,-0.0534883175752558
"fingolimod","palbociclib/PD332991",10,"Sphingosine-1-phosphate receptor agonist","CDK4/6",10.3457943925234,6.46485827558226,1,1.51096620343558,-0.0534883175752558
"fludarabine","lenalidomide",10,"Antimetabolite (purine)","TNFa",2.93457943925234,2.54866234999661,0.878504672897196,1.66376635908395,2.77220737409844
"selumetinib/AZD6244","CHIR265",10,"MEK","Raf, VEGFR",1.72897196261682,2.09478279802575,2.45794392523365,2.95334915043466,2.55372991495311
"sorafenib","STA4783",10,"Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)","HSP70 inducer",1.82242990654206,2.94865842251728,4.5981308411215,3.52045187141445,1.53442494207658
"vincristine","FH535",10,"microtubule agent (vinca alkyloid)","bCatenin",4.76635514018692,5.94087128997139,1.92523364485981,2.47897169254557,0.880955773044241
"vincristine","Wnti",10,"microtubule agent (vinca alkyloid)","bCatenin",4.76635514018692,5.94087128997139,6.04672897196262,5.71060446453605,0.692268402160919
"vincristine","fingolimod",10,"microtubule agent (vinca alkyloid)","Sphingosine-1-phosphate receptor agonist",4.76635514018692,5.94087128997139,10.3457943925234,6.46485827558226,-0.0534883175752558
"ABT263","BID1870",9,"Bcl-2, Bcl-x, Bcl-xl","RSK (RSK1/2/3/5/, PLK1, ARKB)",5.16822429906542,5.26377076497414,1.4392523364486,3.22191074824985,0.727952616483937
"ABT263","CX4945",9,"Bcl-2, Bcl-x, Bcl-xl","CK2a",5.16822429906542,5.26377076497414,1.41121495327103,1.75882288588852,0.727952616483937
"ABT263","FH535",9,"Bcl-2, Bcl-x, Bcl-xl","bCatenin",5.16822429906542,5.26377076497414,1.92523364485981,2.47897169254557,0.727952616483937
"ABT263","STA4783",9,"Bcl-2, Bcl-x, Bcl-xl","HSP70 inducer",5.16822429906542,5.26377076497414,4.5981308411215,3.52045187141445,0.727952616483937
"BMS536924","STA4783",9,"Multi (IGFR1R, InR, FAK)","HSP70 inducer",1.44859813084112,2.6960265831363,4.5981308411215,3.52045187141445,1.25037049778213
"Bortezomib","CHIR265",9,"proteasome","Raf, VEGFR",7.71028037383178,4.96973737166165,2.45794392523365,2.95334915043466,0.259514644279282
"Bortezomib","OSU03012",9,"proteasome","PDK1",7.71028037383178,4.96973737166165,3.27102803738318,3.92276878886643,0.259514644279282
"Bortezomib","SNS-032",9,"proteasome","CDK2/7/9",7.71028037383178,4.96973737166165,1.5607476635514,3.2013486842251,0.259514644279282
"Bortezomib","U73122",9,"proteasome","PLC",7.71028037383178,4.96973737166165,2,2.26956898908723,0.259514644279282
"Bortezomib","sorafenib",9,"proteasome","Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)",7.71028037383178,4.96973737166165,1.82242990654206,2.94865842251728,0.259514644279282
"CX4945","bivanib/BI2536",9,"CK2a","Plk1",1.41121495327103,1.75882288588852,3.48598130841122,3.5855172148186,1.53785865782484
"Docetaxel","EX527",9,"microtubule agent (taxane)","SIRT1",3.19626168224299,2.89253839144284,0.869158878504673,1.74336538647121,2.00645161181837
"Docetaxel","GW2580",9,"microtubule agent (taxane)","CSF1R/fms",3.19626168224299,2.89253839144284,1.07476635514019,1.89189400247297,2.00645161181837
"Docetaxel","Midostaurin/PKC412",9,"microtubule agent (taxane)","Multi (FLT3, KIT, etc., broad spectrum)",3.19626168224299,2.89253839144284,2.19626168224299,2.77264008896789,2.00645161181837
"FK866","decitabine",9,"NAMPRT","methyl transferase inhibitor",2.82242990654206,3.24128172910024,1.10280373831776,1.86797529093215,1.90590346960454
"L779450","Wnti",9,"Raf","bCatenin",1.36448598130841,2.03920315256797,6.04672897196262,5.71060446453605,0.517155591212412
"NVP-BEZ235","CHIR265",9,"PI3K/TORC1/TORC2 dual specificity","Raf, VEGFR",1.02803738317757,2.27147173604382,2.45794392523365,2.95334915043466,2.215131276911
"OSI906","STA4783",9,"IGF1R","HSP70 inducer",1.26168224299065,2.22055767514469,4.5981308411215,3.52045187141445,1.25037049778213
"OSU03012","HIF-1i",9,"PDK1","HIFa",3.27102803738318,3.92276878886643,1.75700934579439,3.0463127154462,1.46044089544017
"OSU03012","QS11",9,"PDK1","ARFGAP",3.27102803738318,3.92276878886643,1.81308411214953,2.30721117745791,1.46044089544017
"PF562271","fludarabine",9,"FAK1/2","Antimetabolite (purine)",1.18691588785047,1.63182292510436,2.93457943925234,2.54866234999661,2.37984469019826
"Perifosine","ABT263",9,"Akt/PI3K","Bcl-2, Bcl-x, Bcl-xl",1.89719626168224,3.36444948940809,5.16822429906542,5.26377076497414,0.727952616483937
"Perifosine","nilutamide",9,"Akt/PI3K","androgen receptor",1.89719626168224,3.36444948940809,1.03738317757009,2.10983873856113,2.11113400890062
"RKI983","Bexarotene",9,"ROCK","RXR",2.18691588785047,2.94967488173743,1.80373831775701,2.65443470987508,2.30977459730628
"VX702","Wnti",9,"p38","bCatenin",1.05607476635514,2.36256885973695,6.04672897196262,5.71060446453605,0.517155591212412
"YM155","Dorsomorphin",9,"survivin/BIRC5","AMPK/BMP antagonist",3.57009345794393,3.67580603285636,1.49532710280374,3.37128224801305,1.47720159701589
"YM155","KU55933",9,"survivin/BIRC5","ATM",3.57009345794393,3.67580603285636,1.4392523364486,3.2684240334052,1.47720159701589
"bivanib/BI2536","GSK0660",9,"Plk1","PPARd, ant",3.48598130841122,3.5855172148186,1.11214953271028,2.43142594548393,1.53785865782484
"cisplatin","U73122",9,"alkylating agent (platinum)","PLC",2,4.85254261303502,2,2.26956898908723,1.44254271589423
"dasatanib","NVP-TAE684",9,"Multi (BCR-Abl, EAR, PDGFR, c-kit)","ALK",1.64485981308411,1.99173924398032,1.49532710280374,2.0893884262549,3.59180361243214
"fingolimod","PLX4720",9,"Sphingosine-1-phosphate receptor agonist","Raf (BRafV600E)",10.3457943925234,6.46485827558226,1.02803738317757,1.76152776704229,-0.208170749482077
"fingolimod","decitabine",9,"Sphingosine-1-phosphate receptor agonist","methyl transferase inhibitor",10.3457943925234,6.46485827558226,1.10280373831776,1.86797529093215,-0.208170749482077
"fingolimod","vasastrol",9,"Sphingosine-1-phosphate receptor agonist","KSP (Eg5, kinesin-5)",10.3457943925234,6.46485827558226,1.13084112149533,1.9526668370222,-0.208170749482077
"lapatinib","STA4783",9,"EGFR, HER2, ErbB4","HSP70 inducer",2.58878504672897,4.11154213144438,4.5981308411215,3.52045187141445,1.25037049778213
"nilotinib","Bortezomib",9,"Multi (BCR-Abl, PDGFR, c-kit)","proteasome",1.13084112149533,1.99094228259704,7.71028037383178,4.96973737166165,0.259514644279282
"selumetinib/AZD6244","Dovitinib/CHIR-258",9,"MEK","Multi (c-Kit, FGFR, FLT3, FMS, PDGFR, VEGFR)",1.72897196261682,2.09478279802575,1.58878504672897,2.54748588985682,2.90922708650904
"sunitinib","U73122",9,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","PLC",1.49532710280374,2.57848072781095,2,2.26956898908723,2.91050183786617
"sunitinib","Wnti",9,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","bCatenin",1.49532710280374,2.57848072781095,6.04672897196262,5.71060446453605,0.517155591212412
"vincristine","vasastrol",9,"microtubule agent (vinca alkyloid)","KSP (Eg5, kinesin-5)",4.76635514018692,5.94087128997139,1.13084112149533,1.9526668370222,0.712630294980431
"ABT263","AS252424",8,"Bcl-2, Bcl-x, Bcl-xl","PI3K (gamma)",5.16822429906542,5.26377076497414,1.20560747663551,2.44462567168484,0.537974738523495
"ABT263","Dovitinib/CHIR-258",8,"Bcl-2, Bcl-x, Bcl-xl","Multi (c-Kit, FGFR, FLT3, FMS, PDGFR, VEGFR)",5.16822429906542,5.26377076497414,1.58878504672897,2.54748588985682,0.537974738523495
"ABT263","SU6656",8,"Bcl-2, Bcl-x, Bcl-xl","Lyn/Src/Fyn/Yes",5.16822429906542,5.26377076497414,1.36448598130841,2.24193533041099,0.537974738523495
"ABT263","lapatinib",8,"Bcl-2, Bcl-x, Bcl-xl","EGFR, HER2, ErbB4",5.16822429906542,5.26377076497414,2.58878504672897,4.11154213144438,0.537974738523495
"Bortezomib","AS252424",8,"proteasome","PI3K (gamma)",7.71028037383178,4.96973737166165,1.20560747663551,2.44462567168484,0.0582967679178097
"Bortezomib","Crizotinib/PF2341066",8,"proteasome","Multi (c-kit, ALK, MET)",7.71028037383178,4.96973737166165,0.822429906542056,1.78469956306879,0.0582967679178097
"Bortezomib","cediranib/AZD2171",8,"proteasome","VEGFR (pan)",7.71028037383178,4.96973737166165,1.06542056074766,2.06621990116024,0.0582967679178097
"Bortezomib","erlotinib",8,"proteasome","EGFR",7.71028037383178,4.96973737166165,1.1588785046729,2.73740523299491,0.0582967679178097
"Bortezomib","everolimus",8,"proteasome","mTor",7.71028037383178,4.96973737166165,1.49532710280374,2.4238353817931,0.0582967679178097
"Bortezomib","nilutamide",8,"proteasome","androgen receptor",7.71028037383178,4.96973737166165,1.03738317757009,2.10983873856113,0.0582967679178097
"Bortezomib","palbociclib/PD332991",8,"proteasome","CDK4/6",7.71028037383178,4.96973737166165,1,1.51096620343558,0.0582967679178097
"Docetaxel","CHIR265",8,"microtubule agent (taxane)","Raf, VEGFR",3.19626168224299,2.89253839144284,2.45794392523365,2.95334915043466,1.66073450640039
"Docetaxel","PIM-1 4a",8,"microtubule agent (taxane)","PIM",3.19626168224299,2.89253839144284,1.58878504672897,4.36528602669615,1.46868152832664
"Docetaxel","Tamatinib/R406",8,"microtubule agent (taxane)","Syk",3.19626168224299,2.89253839144284,2.18691588785047,3.02234084313859,1.66073450640039
"FK866","Pazopanib",8,"NAMPRT","Multi (VEGFR2, FLT1, FLT4)",2.82242990654206,3.24128172910024,0.831775700934579,1.55700475216741,1.59738354335993
"HIF-1i","Dorsomorphin",8,"HIFa","AMPK/BMP antagonist",1.75700934579439,3.0463127154462,1.49532710280374,3.37128224801305,1.92943586999574
"Lestaurtinib","gemcitabine",8,"Multi (Flt2, TrkA, RET, JAK2)","Antimetabolite (pyrimidine)",0.831775700934579,1.95460743203495,1.39252336448598,2.55784774409974,2.58321733604186
"MK1775","Wnti",8,"Wee-1","bCatenin",1.5607476635514,2.81564889164268,6.04672897196262,5.71060446453605,0.342042780263905
"MK2206","SrcI1",8,"Akt","Src",1.24299065420561,2.15372043829438,2.08411214953271,3.01293280090604,1.96349810679092
"MK2206","YM155",8,"Akt","survivin/BIRC5",1.24299065420561,2.15372043829438,3.57009345794393,3.67580603285636,1.20515242166185
"MK2206","lapatinib",8,"Akt","EGFR, HER2, ErbB4",1.24299065420561,2.15372043829438,2.58878504672897,4.11154213144438,1.31610349116624
"Midostaurin/PKC412","GW0742",8,"Multi (FLT3, KIT, etc., broad spectrum)","PPARd, agonist",2.19626168224299,2.77264008896789,1.19626168224299,2.34093696906613,2.09321734214607
"Midostaurin/PKC412","HIF-1i",8,"Multi (FLT3, KIT, etc., broad spectrum)","HIFa",2.19626168224299,2.77264008896789,1.75700934579439,3.0463127154462,2.04935974647343
"OSI906","fingolimod",8,"IGF1R","Sphingosine-1-phosphate receptor agonist",1.26168224299065,2.22055767514469,10.3457943925234,6.46485827558226,-0.362853181388897
"OSU03012","GW0742",8,"PDK1","PPARd, agonist",3.27102803738318,3.92276878886643,1.19626168224299,2.34093696906613,1.20551891205991
"RKI983","STA4783",8,"ROCK","HSP70 inducer",2.18691588785047,2.94967488173743,4.5981308411215,3.52045187141445,0.966316053487673
"SNS-032","STA4783",8,"CDK2/7/9","HSP70 inducer",1.5607476635514,3.2013486842251,4.5981308411215,3.52045187141445,0.966316053487673
"STA4783","C75",8,"HSP70 inducer","Fatty Acid Synthase",4.5981308411215,3.52045187141445,1.42990654205607,3.07488962689692,0.966316053487673
"STA4783","QS11",8,"HSP70 inducer","ARFGAP",4.5981308411215,3.52045187141445,1.81308411214953,2.30721117745791,0.966316053487673
"Tanespimycin/17-AAG","Wnti",8,"HSP90","bCatenin",2.03738317757009,1.7746922860824,6.04672897196262,5.71060446453605,0.342042780263905
"Tanespimycin/17-AAG","bivanib/BI2536",8,"HSP90","Plk1",2.03738317757009,1.7746922860824,3.48598130841122,3.5855172148186,1.25895886733796
"Tideglusib/TZDZ-8","STA4783",8,"GSK3","HSP70 inducer",1.02803738317757,2.56779012222511,4.5981308411215,3.52045187141445,0.966316053487673
"Tozasertib/VX680","Bortezomib",8,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","proteasome",0.906542056074766,1.47003215393132,7.71028037383178,4.96973737166165,0.0582967679178097
"Tozasertib/VX680","Wnti",8,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","bCatenin",0.906542056074766,1.47003215393132,6.04672897196262,5.71060446453605,0.342042780263905
"U73122","Embelin",8,"PLC","XIAP",2,2.26956898908723,1.8785046728972,2.83412586894367,2.15992359202607
"VX702","STA4783",8,"p38","HSP70 inducer",1.05607476635514,2.36256885973695,4.5981308411215,3.52045187141445,0.966316053487673
"Veliparib/ABT888","STA4783",8,"PARP","HSP70 inducer",1.02803738317757,2.10326764607887,4.5981308411215,3.52045187141445,0.966316053487673
"Vismodegib/GDC0449","Docetaxel",8,"Hh","microtubule agent (taxane)",0.803738317757009,2.14757103836838,3.19626168224299,2.89253839144284,1.66073450640039
"Wnti","AS252424",8,"bCatenin","PI3K (gamma)",6.04672897196262,5.71060446453605,1.20560747663551,2.44462567168484,0.342042780263905
"Wnti","QS11",8,"bCatenin","ARFGAP",6.04672897196262,5.71060446453605,1.81308411214953,2.30721117745791,0.342042780263905
"YM155","temozolomide",8,"survivin/BIRC5","alkylating agent (tetrazine)",3.57009345794393,3.67580603285636,1.05607476635514,2.33848756033231,1.20515242166185
"bivanib/BI2536","AZD7762",8,"Plk1","Chk1/2",3.48598130841122,3.5855172148186,1.81308411214953,3.44808079273612,1.25895886733796
"bivanib/BI2536","KU55933",8,"Plk1","ATM",3.48598130841122,3.5855172148186,1.4392523364486,3.2684240334052,1.25895886733796
"bivanib/BI2536","tipifarnib",8,"Plk1","FTI",3.48598130841122,3.5855172148186,1.07476635514019,1.99386291697487,1.25895886733796
"cisplatin","Veliparib/ABT888",8,"alkylating agent (platinum)","PARP",2,4.85254261303502,1.02803738317757,2.10326764607887,1.23646518505219
"fingolimod","LFM-A13",8,"Sphingosine-1-phosphate receptor agonist","BTK, Plk",10.3457943925234,6.46485827558226,0.925233644859813,1.66371336529951,-0.362853181388897
"fingolimod","Midostaurin/PKC412",8,"Sphingosine-1-phosphate receptor agonist","Multi (FLT3, KIT, etc., broad spectrum)",10.3457943925234,6.46485827558226,2.19626168224299,2.77264008896789,-0.362853181388897
"fingolimod","T0901317",8,"Sphingosine-1-phosphate receptor agonist","LXR",10.3457943925234,6.46485827558226,1.29906542056075,2.50363868509238,-0.362853181388897
"fingolimod","Tanespimycin/17-AAG",8,"Sphingosine-1-phosphate receptor agonist","HSP90",10.3457943925234,6.46485827558226,2.03738317757009,1.7746922860824,-0.362853181388897
"fingolimod","YM155",8,"Sphingosine-1-phosphate receptor agonist","survivin/BIRC5",10.3457943925234,6.46485827558226,3.57009345794393,3.67580603285636,-0.362853181388897
"lenalidomide","STA4783",8,"TNFa","HSP70 inducer",0.878504672897196,1.66376635908395,4.5981308411215,3.52045187141445,0.966316053487673
"pioglitazone","Wnti",8,"PPARg, agonist","bCatenin",1.35514018691589,2.93081332149375,6.04672897196262,5.71060446453605,0.342042780263905
"sunitinib","L779450",8,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","Raf",1.49532710280374,2.57848072781095,1.36448598130841,2.03920315256797,2.52267656183668
"vincristine","MK1775",8,"microtubule agent (vinca alkyloid)","Wee-1",4.76635514018692,5.94087128997139,1.5607476635514,2.81564889164268,0.54430481691662
"vincristine","MK2206",8,"microtubule agent (vinca alkyloid)","Akt",4.76635514018692,5.94087128997139,1.24299065420561,2.15372043829438,0.54430481691662
"ABT263","ENMD2076",7,"Bcl-2, Bcl-x, Bcl-xl","Aurora A, FLT3, c-KIT, FGFR1/3",5.16822429906542,5.26377076497414,0.766355140186916,1.32877755746171,0.347996860563053
"ABT263","Embelin",7,"Bcl-2, Bcl-x, Bcl-xl","XIAP",5.16822429906542,5.26377076497414,1.8785046728972,2.83412586894367,0.347996860563053
"ABT263","L779450",7,"Bcl-2, Bcl-x, Bcl-xl","Raf",5.16822429906542,5.26377076497414,1.36448598130841,2.03920315256797,0.347996860563053
"ABT263","OSI906",7,"Bcl-2, Bcl-x, Bcl-xl","IGF1R",5.16822429906542,5.26377076497414,1.26168224299065,2.22055767514469,0.347996860563053
"ABT263","gemcitabine",7,"Bcl-2, Bcl-x, Bcl-xl","Antimetabolite (pyrimidine)",5.16822429906542,5.26377076497414,1.39252336448598,2.55784774409974,0.347996860563053
"Bexarotene","QS11",7,"RXR","ARFGAP",1.80373831775701,2.65443470987508,1.81308411214953,2.30721117745791,1.95757750714748
"Bortezomib","CP690550",7,"proteasome","JAK3",7.71028037383178,4.96973737166165,1.09345794392523,2.08105883010228,-0.142921108443662
"Bortezomib","Darinaparsin",7,"proteasome","arsenic",7.71028037383178,4.96973737166165,1.22429906542056,3.21936478914166,-0.142921108443662
"Bortezomib","IPA3",7,"proteasome","PAK",7.71028037383178,4.96973737166165,0.981308411214953,1.79612427823164,-0.142921108443662
"Bortezomib","KU0063794",7,"proteasome","mTOR kinase",7.71028037383178,4.96973737166165,1.00934579439252,2.60078118562954,-0.142921108443662
"Bortezomib","Tamatinib/R406",7,"proteasome","Syk",7.71028037383178,4.96973737166165,2.18691588785047,3.02234084313859,-0.142921108443662
